Cust_Id,Location,Age,Car Ownership,Income,Home Type,Job Experience,Loan Purpose,Loan Grade,Loan Balance,Interest Rate,loan_status,Default History,Credit History
18601,Chennai,30,0,7612500,RENT,2,HOMEIMPROVEMENT,B,1350000,12.18,0,N,7
18602,Chennai,31,1,7650000,RENT,11,MEDICAL,B,1350000,10,0,N,10
18603,Chennai,33,0,6750000,RENT,15,PERSONAL,B,1350000,11.58,1,N,10
18604,Delhi,33,0,7725000,RENT,17,PERSONAL,E,1350000,16.82,0,Y,6
18605,Kolkata,27,1,8250000,RENT,5,VENTURE,B,1350000,9.91,0,N,5
18606,Chennai,31,1,1800000,OWN,1,HOMEIMPROVEMENT,A,90000,8.94,0,N,5
18607,Delhi,30,1,1800000,MORTGAGE,7,HOMEIMPROVEMENT,A,450000,8.94,0,N,7
18608,Mumbai,27,1,9900000,RENT,4,DEBTCONSOLIDATION,A,1350000,8.49,0,N,9
18609,Mumbai,27,0,7696200,RENT,4,MEDICAL,C,1350000,13.99,1,Y,7
18610,Pune,33,0,10500000,RENT,2,DEBTCONSOLIDATION,C,1350000,,0,N,9
18611,Kolkata,30,1,13125000,RENT,1,EDUCATION,A,1350000,5.79,0,N,10
18612,Pune,30,1,12600000,RENT,1,DEBTCONSOLIDATION,D,1350000,14.46,1,Y,9
18613,Mumbai,33,0,2250000,RENT,2,DEBTCONSOLIDATION,A,1348125,8.49,1,N,8
18614,Bangalore,27,1,1800000,MORTGAGE,1,VENTURE,C,825000,,0,Y,6
18615,Bangalore,34,1,4875000,RENT,0,EDUCATION,A,1342500,7.9,0,N,8
18616,Delhi,27,1,1800000,OWN,2,VENTURE,C,450000,12.53,0,N,9
18617,Bangalore,28,0,1800000,MORTGAGE,12,DEBTCONSOLIDATION,A,375000,9.32,0,N,10
18618,Pune,27,0,2416500,RENT,11,MEDICAL,B,1329375,11.49,1,N,8
18619,Mumbai,31,0,7920000,RENT,5,DEBTCONSOLIDATION,B,1327500,10.99,0,N,6
18620,Pune,27,0,2834475,RENT,11,VENTURE,B,1321875,12.69,1,N,7
18621,Mumbai,34,1,1800000,MORTGAGE,5,MEDICAL,B,150000,9.2,0,N,7
18622,Bangalore,29,0,5775000,RENT,3,MEDICAL,C,1320000,13.48,0,N,8
18623,Delhi,29,1,6600000,RENT,8,DEBTCONSOLIDATION,C,1320000,14.26,0,Y,6
18624,Kolkata,29,0,11475000,RENT,1,VENTURE,B,1320000,8.7,0,N,8
18625,Mumbai,28,0,15375000,RENT,13,MEDICAL,C,1320000,13.23,0,N,10
18626,Hyderabad,28,0,3300000,RENT,3,EDUCATION,E,1312500,,1,N,10
18627,Pune,28,1,3367500,RENT,12,MEDICAL,C,1312500,14.35,1,Y,10
18628,Delhi,27,0,3637500,RENT,1,VENTURE,B,1312500,12.42,1,N,9
18629,Kolkata,35,0,3750000,RENT,4,PERSONAL,C,1312500,12.84,1,N,5
18630,Delhi,27,0,1842750,MORTGAGE,2,PERSONAL,C,637500,,0,Y,8
18631,Bangalore,32,0,1845000,MORTGAGE,6,MEDICAL,A,360000,8.9,1,N,7
18632,Delhi,33,1,4357500,RENT,1,DEBTCONSOLIDATION,C,1312500,13.57,0,Y,10
18633,Pune,33,1,6937500,RENT,4,VENTURE,D,1312500,15.28,0,N,6
18634,Mumbai,31,1,8567775,RENT,15,HOMEIMPROVEMENT,C,1312500,14.72,0,Y,6
18635,Chennai,29,0,9000000,RENT,1,VENTURE,C,1312500,12.87,0,Y,8
18636,Mumbai,31,1,47700000,RENT,2,DEBTCONSOLIDATION,B,1312500,11.48,0,N,10
18637,Kolkata,29,1,2625000,RENT,1,MEDICAL,A,1310625,7.66,1,N,5
18638,Chennai,27,0,3375000,RENT,1,DEBTCONSOLIDATION,B,1310625,11.99,1,N,8
18639,Mumbai,32,0,4398750,RENT,6,MEDICAL,D,1305000,15.05,1,N,6
18640,Chennai,28,0,1874700,MORTGAGE,6,PERSONAL,A,450000,5.99,0,N,7
18641,Mumbai,33,0,1874700,MORTGAGE,3,PERSONAL,C,495000,12.99,0,Y,6
18642,Pune,35,0,4050000,RENT,4,DEBTCONSOLIDATION,E,1293750,19.42,1,N,10
18643,Chennai,29,0,5625000,RENT,0,PERSONAL,C,1290000,14.27,0,Y,8
18644,Chennai,27,1,5850000,RENT,6,DEBTCONSOLIDATION,D,1290000,17.49,1,Y,7
18645,Kolkata,33,0,2538900,RENT,4,EDUCATION,B,1275000,11.48,1,N,9
18646,Kolkata,31,1,1874700,MORTGAGE,6,PERSONAL,B,450000,9.25,0,N,9
18647,Pune,35,1,2775000,RENT,5,MEDICAL,C,1275000,13.49,1,Y,10
18648,Pune,28,1,3397500,RENT,3,DEBTCONSOLIDATION,C,1275000,14.72,1,N,10
18649,Pune,35,0,3600000,RENT,6,MEDICAL,A,1275000,7.88,1,N,6
18650,Mumbai,27,0,4125000,RENT,1,EDUCATION,A,1275000,7.88,1,N,5
18651,Pune,30,1,4125000,RENT,6,EDUCATION,B,1275000,,1,N,9
18652,Mumbai,27,1,4500000,RENT,11,MEDICAL,C,1275000,,0,N,10
18653,Chennai,29,0,4500000,RENT,13,HOMEIMPROVEMENT,D,1275000,14.96,0,N,8
18654,Delhi,32,0,4575000,RENT,4,DEBTCONSOLIDATION,B,1275000,11.49,0,N,5
18655,Hyderabad,34,1,4875000,RENT,6,MEDICAL,A,1275000,8.49,0,N,8
18656,Mumbai,29,1,1875000,MORTGAGE,,EDUCATION,A,637500,7.9,0,N,5
18657,Delhi,28,1,1875000,MORTGAGE,12,HOMEIMPROVEMENT,C,796875,14.27,0,Y,6
18658,Kolkata,28,0,6000000,RENT,12,MEDICAL,A,1275000,5.79,0,N,6
18659,Delhi,28,1,6000000,RENT,3,HOMEIMPROVEMENT,C,1275000,13.85,0,Y,8
18660,Hyderabad,35,0,6374700,RENT,12,PERSONAL,A,1275000,7.88,0,N,6
18661,Pune,31,0,1875000,MORTGAGE,,DEBTCONSOLIDATION,A,225000,8.9,0,N,8
18662,Kolkata,31,1,6900000,RENT,3,PERSONAL,D,1275000,14.54,0,Y,10
18663,Bangalore,33,0,1875000,MORTGAGE,8,DEBTCONSOLIDATION,A,450000,6.62,0,N,8
18664,Bangalore,32,1,8625000,RENT,16,HOMEIMPROVEMENT,B,1275000,11.12,0,N,6
18665,Mumbai,32,0,1875000,OWN,15,MEDICAL,B,688125,10.99,0,N,10
18666,Bangalore,31,1,1875000,OWN,3,MEDICAL,C,262500,13.49,0,N,9
18667,Pune,29,0,1875000,MORTGAGE,5,DEBTCONSOLIDATION,A,560625,8.49,0,N,6
18668,Hyderabad,30,1,1875000,MORTGAGE,,DEBTCONSOLIDATION,B,525000,10.99,0,N,10
18669,Pune,34,1,5850000,RENT,0,DEBTCONSOLIDATION,A,1260000,7.37,0,N,5
18670,Mumbai,27,1,1875000,OWN,0,EDUCATION,B,375000,10.99,0,N,7
18671,Hyderabad,29,0,6825000,RENT,10,MEDICAL,B,1260000,,0,N,5
18672,Chennai,30,1,6225000,RENT,7,PERSONAL,C,1258125,11.97,0,N,5
18673,Chennai,28,0,1800000,RENT,5,MEDICAL,D,1256250,14.96,1,Y,10
18674,Delhi,33,0,2475000,RENT,4,PERSONAL,B,1256250,12.53,1,N,5
18675,Kolkata,34,1,2975400,RENT,18,EDUCATION,C,1256250,13.98,1,N,9
18676,Kolkata,35,0,2999700,RENT,4,MEDICAL,D,1256250,14.09,1,N,6
18677,Mumbai,31,1,1875000,OWN,5,VENTURE,C,337500,,0,Y,8
18678,Kolkata,34,1,1875000,MORTGAGE,1,DEBTCONSOLIDATION,B,75000,9.63,0,N,6
18679,Delhi,28,1,6150000,RENT,12,VENTURE,G,1256250,20.11,1,Y,10
18680,Delhi,30,1,7245000,RENT,3,VENTURE,B,1256250,10.62,0,N,5
18681,Bangalore,29,1,1875000,OWN,9,HOMEIMPROVEMENT,B,187500,9.62,0,N,5
18682,Chennai,27,1,1875000,MORTGAGE,4,PERSONAL,D,356250,14.83,0,N,9
18683,Pune,27,1,1875000,OWN,4,PERSONAL,A,300000,,0,N,9
18684,Delhi,35,1,4329075,RENT,3,DEBTCONSOLIDATION,B,1237500,,0,N,6
18685,Pune,28,1,1875000,MORTGAGE,5,HOMEIMPROVEMENT,C,450000,14.72,0,N,10
18686,Mumbai,32,1,1875000,OWN,2,VENTURE,D,375000,16.32,0,Y,9
18687,Hyderabad,27,0,5100000,RENT,10,DEBTCONSOLIDATION,A,1237500,7.88,0,N,7
18688,Pune,33,1,5325000,RENT,0,EDUCATION,C,1237500,14.72,0,N,6
18689,Delhi,31,0,2925000,RENT,0,HOMEIMPROVEMENT,D,1233750,16.02,1,N,10
18690,Hyderabad,27,0,3340800,RENT,4,MEDICAL,C,1231875,14.27,1,Y,5
18691,Chennai,34,1,3294000,RENT,2,DEBTCONSOLIDATION,C,1230000,11.03,1,Y,10
18692,Chennai,30,1,3150000,RENT,2,MEDICAL,B,1215000,10.25,1,N,6
18693,Chennai,28,1,3750000,RENT,1,MEDICAL,C,1215000,13.99,1,Y,5
18694,Chennai,30,0,4050000,RENT,2,DEBTCONSOLIDATION,D,1215000,15.57,1,N,10
18695,Hyderabad,30,1,1875000,MORTGAGE,10,PERSONAL,A,480000,7.51,0,N,8
18696,Delhi,28,1,5250000,RENT,0,HOMEIMPROVEMENT,B,1207500,11.83,0,N,9
18697,Chennai,33,0,1875000,MORTGAGE,4,EDUCATION,B,120000,11.36,0,N,7
18698,Mumbai,32,0,1875000,OTHER,3,DEBTCONSOLIDATION,A,840000,7.88,1,N,5
18699,Chennai,27,0,2250000,RENT,5,MEDICAL,A,1200000,7.9,1,N,8
18700,Delhi,27,0,2250000,RENT,1,MEDICAL,B,1200000,10,1,N,5
18701,Chennai,27,1,2700000,RENT,7,EDUCATION,D,1200000,15.7,1,N,9
18702,Chennai,27,1,2250000,RENT,12,DEBTCONSOLIDATION,B,1200000,10.99,1,N,6
18703,Mumbai,27,0,3000000,RENT,11,MEDICAL,B,1200000,9.91,1,N,9
18704,Bangalore,29,0,3000000,RENT,12,DEBTCONSOLIDATION,B,1200000,11.71,1,N,6
18705,Pune,30,0,3000000,RENT,8,DEBTCONSOLIDATION,B,1200000,11.48,1,N,8
18706,Hyderabad,31,0,1875000,OWN,0,DEBTCONSOLIDATION,D,180000,14.42,0,Y,8
18707,Pune,33,0,1875000,MORTGAGE,0,DEBTCONSOLIDATION,C,225000,12.53,0,Y,10
18708,Pune,34,0,2775000,RENT,2,MEDICAL,D,1200000,12.99,1,Y,9
18709,Hyderabad,29,0,3300000,RENT,14,DEBTCONSOLIDATION,B,1200000,,1,N,9
18710,Hyderabad,35,0,3375000,RENT,2,VENTURE,B,1200000,10,1,N,10
18711,Kolkata,30,0,1879200,MORTGAGE,3,HOMEIMPROVEMENT,B,150000,12.42,0,N,7
18712,Delhi,27,1,2925000,RENT,3,DEBTCONSOLIDATION,C,1200000,12.73,1,N,8
18713,Bangalore,29,1,3525000,RENT,7,MEDICAL,B,1200000,11.71,1,N,8
18714,Hyderabad,28,1,3587325,RENT,8,DEBTCONSOLIDATION,C,1200000,13.85,1,N,7
18715,Pune,27,1,3600000,RENT,2,VENTURE,C,1200000,14.22,1,N,5
18716,Pune,35,1,3750000,RENT,11,MEDICAL,B,1200000,9.91,1,N,5
18717,Kolkata,27,0,1890000,MORTGAGE,11,VENTURE,A,337500,5.42,0,N,6
18718,Pune,35,0,3300000,RENT,3,PERSONAL,C,1200000,13.99,1,Y,8
18719,Mumbai,30,0,3750000,RENT,4,HOMEIMPROVEMENT,E,1200000,16.77,1,N,5
18720,Pune,27,1,3750000,RENT,3,MEDICAL,C,1200000,,1,Y,5
18721,Pune,32,1,1890000,OWN,17,MEDICAL,A,300000,6.54,0,N,6
18722,Mumbai,28,0,3300000,RENT,5,PERSONAL,C,1200000,13.48,1,N,6
18723,Chennai,34,0,3300000,RENT,0,EDUCATION,D,1200000,13.24,1,Y,6
18724,Bangalore,30,0,3870000,RENT,5,DEBTCONSOLIDATION,C,1200000,13.49,1,N,8
18725,Kolkata,32,1,3873600,RENT,7,VENTURE,E,1200000,14.18,1,N,8
18726,Hyderabad,27,0,3629700,RENT,11,MEDICAL,D,1200000,14.74,1,Y,7
18727,Bangalore,27,1,4125000,RENT,0,VENTURE,B,1200000,11.12,0,N,9
18728,Hyderabad,28,1,4125000,RENT,5,PERSONAL,C,1200000,13.98,0,Y,9
18729,Pune,28,0,3825000,RENT,2,EDUCATION,E,1200000,16.32,1,Y,9
18730,Kolkata,30,0,4050000,RENT,1,EDUCATION,E,1200000,17.99,1,Y,10
18731,Kolkata,35,0,1903500,MORTGAGE,3,DEBTCONSOLIDATION,D,375000,,1,N,10
18732,Hyderabad,27,1,4650000,RENT,4,DEBTCONSOLIDATION,A,1200000,7.88,0,N,10
18733,Mumbai,27,0,1908000,MORTGAGE,5,EDUCATION,D,90000,,0,N,10
18734,Hyderabad,33,0,4710000,RENT,3,PERSONAL,C,1200000,13.11,0,Y,5
18735,Kolkata,28,0,4767300,RENT,4,MEDICAL,C,1200000,13.47,0,Y,5
18736,Pune,29,0,4875000,RENT,13,PERSONAL,D,1200000,17.27,0,N,6
18737,Delhi,30,1,4875000,RENT,0,MEDICAL,C,1200000,13.06,0,N,8
18738,Mumbai,27,1,1930500,OWN,3,DEBTCONSOLIDATION,D,375000,14.11,0,Y,5
18739,Mumbai,30,0,1935000,MORTGAGE,7,DEBTCONSOLIDATION,A,450000,5.99,0,N,6
18740,Kolkata,32,0,1935000,MORTGAGE,0,VENTURE,D,180000,14.96,0,N,6
18741,Delhi,28,0,4500000,RENT,4,MEDICAL,D,1200000,16.07,1,Y,8
18742,Kolkata,28,0,4987500,RENT,4,VENTURE,B,1200000,12.18,0,N,6
18743,Mumbai,35,1,5070000,RENT,7,PERSONAL,B,1200000,11.58,0,N,5
18744,Mumbai,30,1,5100000,RENT,5,EDUCATION,D,1200000,14.09,0,N,5
18745,Bangalore,31,0,5175000,RENT,12,HOMEIMPROVEMENT,A,1200000,5.99,0,N,6
18746,Mumbai,31,1,1950000,MORTGAGE,1,HOMEIMPROVEMENT,C,180000,14.27,0,N,9
18747,Kolkata,30,1,4800000,RENT,8,DEBTCONSOLIDATION,D,1200000,15.7,1,Y,5
18748,Mumbai,29,1,5250000,RENT,13,PERSONAL,D,1200000,14.42,0,Y,6
18749,Chennai,30,0,5625000,RENT,0,EDUCATION,A,1200000,8.9,0,N,10
18750,Mumbai,28,0,1575000,RENT,3,PERSONAL,A,75000,7.49,0,N,9
18751,Bangalore,27,0,1672200,RENT,5,PERSONAL,D,75000,14.84,0,N,5
18752,Kolkata,30,0,1710000,RENT,5,PERSONAL,B,75000,11.49,0,N,5
18753,Delhi,30,1,1800000,RENT,,MEDICAL,C,75000,15.96,0,Y,7
18754,Chennai,33,1,1800000,RENT,,MEDICAL,D,75000,14.91,1,Y,5
18755,Kolkata,29,0,1800000,RENT,0,MEDICAL,B,75000,9.99,0,N,7
18756,Bangalore,28,1,1950000,MORTGAGE,7,DEBTCONSOLIDATION,B,900000,11.36,1,N,7
18757,Kolkata,32,0,1950000,OWN,4,VENTURE,C,1031250,13.11,0,Y,10
18758,Mumbai,30,1,1950000,OWN,4,PERSONAL,B,90000,10.99,0,N,6
18759,Mumbai,29,1,1890000,RENT,3,MEDICAL,B,75000,10.25,0,N,5
18760,Mumbai,27,0,1950000,MORTGAGE,11,MEDICAL,A,375000,8.94,0,N,9
18761,Kolkata,33,0,1980000,RENT,3,MEDICAL,B,75000,10.99,0,N,7
18762,Pune,35,0,1950000,OWN,1,PERSONAL,A,450000,9.63,0,N,6
18763,Kolkata,35,0,2198325,RENT,,EDUCATION,A,75000,7.49,0,N,9
18764,Mumbai,27,1,2250000,RENT,1,EDUCATION,A,75000,5.79,0,N,10
18765,Pune,33,0,1950000,MORTGAGE,1,DEBTCONSOLIDATION,B,1125000,9.76,1,N,6
18766,Chennai,31,0,2250000,RENT,5,MEDICAL,B,75000,9.25,0,N,6
18767,Mumbai,30,0,2475000,RENT,4,MEDICAL,C,75000,14.79,0,N,10
18768,Mumbai,29,1,1950300,MORTGAGE,13,DEBTCONSOLIDATION,D,300000,14.74,1,Y,9
18769,Chennai,31,0,1950750,MORTGAGE,2,HOMEIMPROVEMENT,B,487500,9.99,0,N,9
18770,Mumbai,30,1,2625000,RENT,5,PERSONAL,B,75000,10.36,0,N,6
18771,Bangalore,30,0,2250000,RENT,11,MEDICAL,B,75000,,1,N,10
18772,Mumbai,29,1,2850000,RENT,5,EDUCATION,A,75000,7.88,0,N,9
18773,Chennai,28,1,3000000,RENT,12,PERSONAL,B,75000,9.88,0,N,9
18774,Mumbai,35,0,3150000,RENT,7,MEDICAL,B,75000,11.12,0,N,5
18775,Hyderabad,29,1,1980000,MORTGAGE,7,MEDICAL,A,360000,7.66,0,N,9
18776,Delhi,31,0,3240000,RENT,,MEDICAL,B,75000,10.74,0,N,9
18777,Kolkata,27,1,1980000,MORTGAGE,6,MEDICAL,A,450000,6.91,1,N,9
18778,Hyderabad,28,1,1980000,MORTGAGE,4,MEDICAL,A,225000,6.17,0,N,6
18779,Hyderabad,33,0,3600000,RENT,4,MEDICAL,B,75000,9.99,0,N,10
18780,Pune,28,0,3300000,RENT,9,VENTURE,C,75000,14.17,1,N,9
18781,Pune,27,1,3847350,RENT,11,DEBTCONSOLIDATION,B,75000,10.37,0,N,7
18782,Kolkata,30,0,1980000,MORTGAGE,4,MEDICAL,A,375000,7.14,0,N,6
18783,Delhi,31,0,4050000,RENT,15,MEDICAL,C,75000,,0,Y,7
18784,Pune,34,1,1980000,MORTGAGE,0,MEDICAL,B,270000,9.88,0,N,9
18785,Hyderabad,29,1,4841100,RENT,1,PERSONAL,C,75000,14.27,0,Y,5
18786,Kolkata,33,0,4875000,RENT,4,VENTURE,A,75000,,0,N,9
18787,Chennai,28,0,5475000,RENT,3,HOMEIMPROVEMENT,C,75000,,0,N,7
18788,Mumbai,29,0,5550000,RENT,11,DEBTCONSOLIDATION,B,75000,9.91,0,N,5
18789,Pune,27,1,5625000,RENT,4,VENTURE,C,75000,13.49,0,Y,9
18790,Pune,34,0,1987200,OWN,7,MEDICAL,B,330000,10.59,0,N,8
18791,Delhi,30,0,5175000,RENT,0,HOMEIMPROVEMENT,A,75000,8.59,1,N,5
18792,Pune,35,0,5700000,RENT,2,VENTURE,C,75000,13.49,0,N,8
18793,Kolkata,30,0,7500000,RENT,1,MEDICAL,B,75000,11.71,0,N,7
18794,Delhi,33,1,2001600,MORTGAGE,6,EDUCATION,B,375000,10.59,0,N,10
18795,Mumbai,27,0,750000,RENT,2,VENTURE,D,90000,14.11,1,Y,6
18796,Mumbai,30,1,1110000,RENT,5,DEBTCONSOLIDATION,A,90000,8,0,N,9
18797,Bangalore,28,1,1170000,RENT,0,EDUCATION,B,90000,12.53,0,N,8
18798,Bangalore,35,0,1440000,RENT,4,PERSONAL,A,90000,7.29,1,N,10
18799,Chennai,29,1,1500000,RENT,3,DEBTCONSOLIDATION,B,90000,11.71,1,N,7
18800,Kolkata,29,1,1500000,RENT,0,DEBTCONSOLIDATION,C,90000,11.54,0,N,5
18801,Hyderabad,32,0,1716300,RENT,2,MEDICAL,C,90000,13.22,0,N,7
18802,Chennai,28,0,2025000,OWN,5,EDUCATION,A,420000,5.42,0,N,8
18803,Bangalore,27,0,1800000,RENT,5,MEDICAL,F,90000,18.99,0,N,7
18804,Mumbai,27,1,2025000,MORTGAGE,4,VENTURE,A,322500,5.99,0,N,6
18805,Pune,27,0,2025000,OWN,0,EDUCATION,G,862500,20.11,1,N,9
18806,Mumbai,33,1,2250000,RENT,3,MEDICAL,A,90000,6.76,0,N,10
18807,Chennai,30,1,2025000,OWN,,HOMEIMPROVEMENT,A,315000,7.88,0,N,9
18808,Kolkata,34,1,2999700,RENT,6,DEBTCONSOLIDATION,A,90000,7.88,0,N,8
18809,Pune,31,1,3150000,RENT,6,EDUCATION,D,90000,16.29,0,Y,5
18810,Hyderabad,28,1,2025000,OWN,7,PERSONAL,B,180000,10.99,0,N,5
18811,Bangalore,35,1,3225000,RENT,19,MEDICAL,C,90000,13.8,0,N,7
18812,Kolkata,27,1,3300000,RENT,3,MEDICAL,C,90000,15.23,0,N,5
18813,Kolkata,27,0,2025000,MORTGAGE,5,MEDICAL,B,225000,11.14,0,N,9
18814,Pune,28,1,3975000,RENT,12,MEDICAL,C,90000,,0,Y,8
18815,Chennai,28,1,3607200,RENT,4,DEBTCONSOLIDATION,E,90000,17.56,1,Y,5
18816,Delhi,29,0,4125000,RENT,3,PERSONAL,B,90000,9.99,0,N,6
18817,Mumbai,33,1,3999450,RENT,8,MEDICAL,D,90000,16.29,1,N,7
18818,Pune,31,0,5625000,RENT,1,PERSONAL,A,90000,6.54,0,N,5
18819,Kolkata,31,0,1080000,RENT,0,EDUCATION,C,93750,,1,N,8
18820,Delhi,31,1,1950000,RENT,15,VENTURE,B,93750,11.49,0,N,10
18821,Delhi,32,0,14625000,RENT,4,DEBTCONSOLIDATION,C,93750,13.23,0,N,7
18822,Hyderabad,31,0,2027700,MORTGAGE,2,EDUCATION,B,487500,11.11,0,N,7
18823,Hyderabad,33,1,2580000,RENT,0,PERSONAL,B,97500,9.91,0,N,6
18824,Bangalore,27,1,3525000,RENT,11,MEDICAL,B,97500,10.46,0,N,8
18825,Kolkata,27,0,3825000,RENT,3,VENTURE,A,97500,7.68,0,N,7
18826,Mumbai,34,1,4875000,RENT,4,HOMEIMPROVEMENT,A,97500,6.54,0,N,7
18827,Kolkata,35,1,2040300,MORTGAGE,16,PERSONAL,A,135000,7.74,0,N,7
18828,Pune,29,0,1080000,RENT,2,VENTURE,B,105000,11.49,0,N,6
18829,Chennai,27,0,1393200,RENT,4,MEDICAL,B,105000,9.99,0,N,6
18830,Delhi,31,0,1650000,RENT,5,VENTURE,F,105000,22.06,0,Y,7
18831,Chennai,35,1,1872000,RENT,6,EDUCATION,A,105000,8.49,0,N,10
18832,Delhi,32,1,2053875,MORTGAGE,3,HOMEIMPROVEMENT,C,150000,12.99,1,Y,9
18833,Mumbai,31,0,1890000,RENT,0,PERSONAL,A,105000,6.99,0,N,6
18834,Hyderabad,29,0,2160000,RENT,1,VENTURE,A,105000,7.9,0,N,5
18835,Mumbai,28,1,2062500,MORTGAGE,13,VENTURE,A,1125000,6.54,0,N,10
18836,Kolkata,31,0,4050000,RENT,2,DEBTCONSOLIDATION,A,105000,,0,N,8
18837,Chennai,31,1,2070000,OWN,1,EDUCATION,B,225000,11.49,0,N,9
18838,Pune,27,0,4350000,RENT,3,MEDICAL,C,105000,15.27,0,Y,7
18839,Kolkata,31,0,5880825,RENT,9,DEBTCONSOLIDATION,A,105000,,0,N,6
18840,Hyderabad,30,1,2070000,MORTGAGE,3,EDUCATION,D,168750,15.62,1,N,9
18841,Kolkata,29,1,1275000,RENT,0,EDUCATION,C,108750,,0,N,6
18842,Mumbai,27,1,1800000,RENT,2,MEDICAL,A,108750,,0,N,9
18843,Pune,27,0,2070000,MORTGAGE,2,EDUCATION,A,262500,6.99,0,N,9
18844,Hyderabad,31,1,2700000,RENT,12,VENTURE,B,108750,,0,N,7
18845,Delhi,27,0,2025000,RENT,11,EDUCATION,B,112500,10.36,0,N,5
18846,Pune,35,0,2070000,MORTGAGE,19,EDUCATION,B,225000,11.86,0,N,5
18847,Hyderabad,30,1,2099700,RENT,9,MEDICAL,C,112500,,0,Y,8
18848,Mumbai,31,0,2133900,RENT,4,PERSONAL,B,112500,11.11,0,N,5
18849,Pune,28,1,2184000,RENT,0,VENTURE,D,112500,15.7,1,Y,6
18850,Mumbai,35,1,2250000,RENT,5,MEDICAL,A,112500,7.29,1,N,8
18851,Bangalore,28,0,2250000,RENT,,HOMEIMPROVEMENT,B,112500,9.63,1,N,10
18852,Kolkata,27,0,2250000,RENT,0,EDUCATION,C,112500,,0,N,6
18853,Hyderabad,27,1,2088000,MORTGAGE,2,MEDICAL,A,180000,5.42,0,N,7
18854,Bangalore,29,1,2250000,RENT,12,DEBTCONSOLIDATION,B,112500,11.49,1,N,8
18855,Mumbai,29,0,2088900,OWN,7,EDUCATION,A,825000,8.49,0,N,8
18856,Hyderabad,34,1,2088900,OWN,0,PERSONAL,C,315000,12.84,0,N,8
18857,Mumbai,35,1,2400300,RENT,2,MEDICAL,A,112500,8.49,0,N,7
18858,Delhi,29,0,2099700,OWN,5,HOMEIMPROVEMENT,A,135000,5.42,0,N,6
18859,Chennai,35,0,2549700,RENT,0,DEBTCONSOLIDATION,B,112500,10.99,0,N,7
18860,Pune,29,1,2233500,RENT,2,PERSONAL,D,112500,12.86,1,Y,10
18861,Pune,35,1,2100000,OWN,3,VENTURE,A,570000,6.62,0,N,10
18862,Hyderabad,35,0,2850000,RENT,0,MEDICAL,A,112500,7.4,0,N,6
18863,Bangalore,34,1,2100000,OWN,1,VENTURE,B,225000,9.99,0,N,10
18864,Kolkata,29,1,2850300,RENT,3,MEDICAL,C,112500,14.35,0,Y,10
18865,Chennai,32,1,2100000,MORTGAGE,5,HOMEIMPROVEMENT,B,562500,10.99,0,N,6
18866,Pune,28,0,2970000,RENT,11,EDUCATION,B,112500,12.69,0,N,5
18867,Mumbai,30,0,2100000,OWN,5,PERSONAL,B,472500,11.99,0,N,9
18868,Hyderabad,30,1,2550000,RENT,2,DEBTCONSOLIDATION,D,112500,14.61,1,Y,5
18869,Pune,33,0,2100000,OWN,3,VENTURE,A,360000,7.49,0,N,10
18870,Bangalore,28,0,3075000,RENT,10,DEBTCONSOLIDATION,C,112500,14.79,0,Y,6
18871,Hyderabad,32,0,3271875,RENT,2,EDUCATION,B,112500,,0,N,6
18872,Bangalore,29,1,2850300,RENT,2,PERSONAL,C,112500,12.53,1,Y,7
18873,Delhi,28,0,3345300,RENT,11,PERSONAL,B,112500,11.12,0,N,7
18874,Delhi,34,1,3375000,RENT,7,MEDICAL,A,112500,5.99,0,N,10
18875,Hyderabad,32,1,2100000,MORTGAGE,7,MEDICAL,D,450000,15.21,1,N,9
18876,Pune,30,0,2925000,RENT,,DEBTCONSOLIDATION,A,112500,7.51,1,N,9
18877,Chennai,35,0,3600000,RENT,13,MEDICAL,B,112500,9.91,0,N,9
18878,Hyderabad,33,0,3600000,RENT,2,MEDICAL,B,112500,11.71,0,N,8
18879,Pune,33,0,3600000,RENT,2,VENTURE,B,112500,11.89,0,N,6
18880,Mumbai,34,1,3750000,RENT,5,VENTURE,C,112500,13.92,0,N,5
18881,Bangalore,28,1,2100000,OWN,0,MEDICAL,B,243750,12.53,0,N,9
18882,Pune,27,0,4095000,RENT,2,EDUCATION,C,112500,13.23,0,Y,8
18883,Hyderabad,28,0,4125000,RENT,7,EDUCATION,A,112500,7.37,0,N,8
18884,Pune,28,1,4500000,RENT,12,HOMEIMPROVEMENT,D,112500,16.77,0,Y,8
18885,Bangalore,29,1,4500000,RENT,3,EDUCATION,C,112500,12.87,0,N,9
18886,Kolkata,32,0,4050000,RENT,7,DEBTCONSOLIDATION,D,112500,14.42,1,N,9
18887,Pune,32,0,4642500,RENT,4,HOMEIMPROVEMENT,C,112500,13.23,0,Y,7
18888,Delhi,29,0,6000000,RENT,0,PERSONAL,B,112500,12.42,0,N,9
18889,Kolkata,32,1,6000000,RENT,6,HOMEIMPROVEMENT,B,112500,10.74,0,N,10
18890,Bangalore,27,0,2137500,MORTGAGE,3,VENTURE,C,120000,13.49,1,N,8
18891,Kolkata,33,0,1350000,RENT,1,HOMEIMPROVEMENT,B,120000,9.88,1,N,5
18892,Pune,27,1,2137500,MORTGAGE,6,VENTURE,A,195000,7.74,0,N,7
18893,Kolkata,30,0,2137500,MORTGAGE,9,EDUCATION,A,300000,7.74,0,N,7
